"","mean","sd","5.5%","94.5%"
"s_grid[24]",-0.554778785453123,0.328358530682956,-1.0794931285,-0.0594596941899997
"s_grid[25]",-1.13787158455325,0.349415106900437,-1.708239653,-0.59728519965
"s_grid[26]",-0.261309377224697,0.328527355769017,-0.7958786055,0.2419230281
"s_grid[27]",1.511174682655,0.299088068611351,1.0135234765,1.970405088
"s_grid[28]",-0.100765244484649,0.318278137807463,-0.62313927805,0.39600058995
"s_grid[29]",-2.79224118546,0.500347759540388,-3.627028534,-2.0191235715
"s_grid[30]",0.520445000227615,0.312091877422994,0.00770747731449989,1.0115783385
"s_grid[31]",0.67468367750945,0.308057882187332,0.1628274356,1.148069426
"s_grid[32]",-0.826457936484733,0.356317861327039,-1.4167340205,-0.2705329985
"s_grid[33]",-0.789943606716144,0.341007562390873,-1.339128764,-0.260469553499999
"s_grid[34]",0.247332336973234,0.312784274378975,-0.2665238897,0.73504030805
"s_grid[35]",-1.133566417319,0.364842956156305,-1.718740525,-0.55785085415
"s_grid[36]",0.182394708451465,0.315640874677567,-0.3392165639,0.674293047
"s_grid[37]",-0.653551881583895,0.333447488973402,-1.207848652,-0.1263685699
"s_grid[38]",2.011662714075,0.298514659667891,1.5296150515,2.4750774065
"s_grid[39]",-0.0003466929495065,0.319253740239859,-0.52693563315,0.50151448635
"s_grid[40]",0.456175964658792,0.312042267814789,-0.05198044229,0.93714241785
