focal,timestamp,individual,sex,age,location.long,location.lat,focal_begin,nutcracking
2023-07-05_0757_MVI_5354,2023-07-05 07:57:00,Maria Moura,female,adult,-40.89445,-3.82649,0,0
2023-07-05_0835_MVI_5360,2023-07-05 08:35:00,Maria Moura,female,adult,-40.89284,-3.82665,0,0
2023-07-05_0850_MVI_5364,2023-07-05 08:50:00,Maria Moura,female,adult,-40.89256,-3.82653,0,1
2023-07-05_0906_MVI_5368,2023-07-05 09:06:00,Maria Moura,female,adult,-40.89242,-3.82645,0,0
2023-07-05_0936_MVI_5374,2023-07-05 09:36:00,Maria Moura,female,adult,-40.89195,-3.82643,0,1
2023-07-05_0950_MVI_5377,2023-07-05 09:50:00,Maria Moura,female,adult,-40.89148,-3.82625,0,0
2023-07-05_1012_MVI_5381,2023-07-05 10:12:00,Maria Moura,female,adult,-40.89132,-3.82583,0,1
2023-07-05_1035_MVI_5388,2023-07-05 10:35:00,Maria Moura,female,adult,-40.89134,-3.82579,0,0
2023-07-05_1049_MVI_5391,2023-07-05 10:49:00,Maria Moura,female,adult,-40.89150,-3.82567,0,0
2023-07-05_1104_MVI_5394,2023-07-05 11:04:00,Maria Moura,female,adult,-40.89114,-3.82545,0,1
2023-07-05_1152_MVI_5403,2023-07-05 11:52:00,Maria Moura,female,adult,-40.89163,-3.82485,0,0
2022-11-21_1417_MVI_7943,2022-11-21 14:17:00,Canjica,male,subadult,-40.89925,-3.82785,0,0
2022-11-21_1422_MVI_7944,2022-11-21 14:22:00,Canjica,male,subadult,-40.89958,-3.82780,0,0
2022-11-21_1500_MVI_7949,2022-11-21 15:00:00,Canjica,male,subadult,-40.89975,-3.82773,0,0
2022-11-23_0815_MVI_7947,2022-11-23 08:15:00,Maria Bonita,female,adult,-40.89656,-3.82748,0,0
2022-11-23_0832_MVI_7950,2022-11-23 08:32:00,Maria Bonita,female,adult,-40.89661,-3.82743,0,0
2022-11-23_0847_MVI_7952,2022-11-23 08:47:00,Maria Bonita,female,adult,-40.89694,-3.82747,0,0
2022-11-23_0902_MVI_7954,2022-11-23 09:02:00,Maria Bonita,female,adult,-40.89703,-3.82741,0,0
2022-11-23_0908_MVI_7957,2022-11-23 09:08:00,Maria Bonita,female,adult,-40.89791,-3.82759,0,0
2022-11-23_0932_MVI_7959,2022-11-23 09:32:00,Maria Bonita,female,adult,-40.89795,-3.82753,0,0
2022-11-23_1050_MVI_7983,2022-11-23 10:50:00,Maria Bonita,female,adult,-40.89852,-3.82742,0,0
2022-11-23_1105_MVI_7987,2022-11-23 11:05:00,Maria Bonita,female,adult,-40.89854,-3.82749,0,0
2022-11-23_1224_MVI_7991,2022-11-23 12:24:00,Maria Bonita,female,adult,-40.89885,-3.82724,0,0
2022-11-23_1405_MVI_8008,2022-11-23 14:05:00,Maria Bonita,female,adult,-40.89883,-3.82763,0,0
2022-11-23_1417_MVI_8010,2022-11-23 14:17:00,Maria Bonita,female,adult,-40.89886,-3.82775,0,0
2022-11-23_1541_MVI_8014,2022-11-23 15:41:00,Maria Bonita,female,adult,-40.89810,-3.82670,0,0
2022-11-23_1556_MVI_8017,2022-11-23 15:56:00,Maria Bonita,female,adult,-40.89805,-3.82648,0,0
2022-11-25_0728_MVI_8020,2022-11-25 07:28:00,Tapioca,female,adult,-40.89569,-3.82600,0,1
2022-11-25_0743_MVI_8024,2022-11-25 07:43:00,Tapioca,female,adult,-40.89560,-3.82606,0,1
2022-11-25_0808_MVI_8032,2022-11-25 08:08:00,Tapioca,female,adult,-40.89539,-3.82651,0,0
2022-11-25_0823_MVI_8037,2022-11-25 08:23:00,Tapioca,female,adult,-40.89549,-3.82653,0,0
2022-11-25_0851_MVI_8042,2022-11-25 08:51:00,Tapioca,female,adult,-40.89643,-3.82594,0,0
2022-11-25_0907_MVI_8048,2022-11-25 09:07:00,Tapioca,female,adult,-40.89633,-3.82584,0,0
2022-11-25_0922_MVI_8050,2022-11-25 09:22:00,Tapioca,female,adult,-40.89650,-3.82570,0,0
2022-11-25_0955_MVI_8057,2022-11-25 09:55:00,Tapioca,female,adult,-40.89729,-3.82565,0,0
2022-11-25_1003_MVI_8060,2022-11-25 10:03:00,Tapioca,female,adult,-40.89727,-3.82570,0,0
2022-11-25_1329_MVI_8077,2022-11-25 13:29:00,Tapioca,female,adult,-40.89856,-3.82736,0,0
2022-11-25_1353_MVI_8081,2022-11-25 13:53:00,Tapioca,female,adult,-40.89866,-3.82689,0,0
2022-11-25_1408_MVI_8083,2022-11-25 14:08:00,Tapioca,female,adult,-40.89860,-3.82685,0,0
2023-03-04_1308_MVI_1137,2023-03-04 13:08:00,Cajuína,female,adult,-40.89258,-3.82631,0,1
2023-03-04_1408_MVI_1153,2023-03-04 14:08:00,Cajuína,female,adult,-40.89347,-3.82668,0,0
2023-03-04_1429_MVI_1156,2023-03-04 14:29:00,Cajuína,female,adult,-40.89476,-3.82763,0,0
2023-02-03_1050_MVI_1019,2023-02-03 10:50:00,Xote,female,adult,-40.89247,-3.82614,0,0
2023-02-03_1050_MVI_1019,2023-02-03 10:50:00,Xote,female,adult,-40.89247,-3.82614,0,0
2023-02-03_1107_MVI_0560,2023-02-03 11:07:00,Xote,female,adult,-40.89244,-3.82625,0,0
2023-02-03_1124_MVI_0564,2023-02-03 11:24:00,Xote,female,adult,-40.89248,-3.82615,0,0
2023-02-03_1141_MVI_1026,2023-02-03 11:41:00,Xote,female,adult,-40.89246,-3.82628,0,0
2023-02-03_1158_MVI_1033,2023-02-03 11:58:00,Xote,female,adult,-40.89262,-3.82634,0,1
2023-02-03_1230_MVI_1040,2023-02-03 12:30:00,Xote,female,adult,-40.89272,-3.82641,0,0
2023-02-03_1304_MVI_1044,2023-02-03 13:04:00,Xote,female,adult,-40.89291,-3.82690,0,0
2023-02-03_1326_MVI_1049,2023-02-03 13:26:00,Xote,female,adult,-40.89277,-3.82692,0,0
2023-02-03_1341_MVI_1052,2023-02-03 13:41:00,Xote,female,adult,-40.89273,-3.82687,0,0
2023-02-03_1504_MVI_1062,2023-02-03 15:04:00,Xote,female,adult,-40.89449,-3.82751,0,0
2023-02-03_1547_MVI_0573,2023-02-03 15:47:00,Xote,female,adult,-40.89712,-3.82735,0,0
2023-02-03_1603_MVI_1067,2023-02-03 16:03:00,Xote,female,adult,-40.89776,-3.82697,0,0
2023-02-04_0815_MVI_0577,2023-02-04 08:15:00,João Grilo,male,subadult,-40.89601,-3.82611,0,1
2023-02-05_0717_MVI_0586,2023-02-05 07:17:00,João Grilo,male,subadult,-40.89587,-3.82618,0,0
2023-02-05_0845_MVI_0590,2023-02-05 08:45:00,João Grilo,male,subadult,-40.89250,-3.82540,0,0
2023-02-05_0926_MVI_0596,2023-02-05 09:26:00,João Grilo,male,subadult,-40.89131,-3.82555,0,0
2023-02-05_1004_MVI_0600,2023-02-05 10:04:00,João Grilo,male,subadult,-40.89134,-3.82590,0,1
2023-02-05_1024_MVI_0604,2023-02-05 10:24:00,João Grilo,male,subadult,-40.89186,-3.82632,0,1
2023-02-05_1042_MVI_0609,2023-02-05 10:42:00,João Grilo,male,subadult,-40.89191,-3.82629,0,0
2023-02-05_1058_MVI_0612,2023-02-05 10:58:00,João Grilo,male,subadult,-40.89236,-3.82611,0,0
2023-02-05_1133_MVI_0619,2023-02-05 11:33:00,João Grilo,male,subadult,-40.89334,-3.82636,0,0
2023-02-05_1149_MVI_0623,2023-02-05 11:49:00,João Grilo,male,subadult,-40.89340,-3.82672,0,1
2023-02-05_1213_MVI_0627,2023-02-05 12:13:00,João Grilo,male,subadult,-40.89376,-3.82683,0,1
2023-02-05_1337_MVI_0633,2023-02-05 13:37:00,João Grilo,male,subadult,-40.89628,-3.82599,0,0
2023-02-05_1352_MVI_0638,2023-02-05 13:52:00,João Grilo,male,subadult,-40.89666,-3.82597,0,0
2023-02-05_1408_MVI_0643,2023-02-05 14:08:00,João Grilo,male,subadult,-40.89676,-3.82607,0,0
2023-02-05_1434_MVI_0648,2023-02-05 14:34:00,João Grilo,male,subadult,-40.89697,-3.82628,0,0
2023-02-05_1450_MVI_0651,2023-02-05 14:50:00,João Grilo,male,subadult,-40.89764,-3.82665,0,0
2023-02-05_1513_MVI_0655,2023-02-05 15:13:00,João Grilo,male,subadult,-40.89817,-3.82713,0,0
2022-11-12_0647_MVI_7599,2022-11-12 06:47:00,Fabiano,male,adult,-40.89629,-3.82649,0,0
2022-11-12_0702_MVI_7600,2022-11-12 07:02:00,Fabiano,male,adult,-40.89608,-3.82650,0,0
2022-11-12_0718_MVI_7601,2022-11-12 07:18:00,Fabiano,male,adult,-40.89600,-3.82676,0,0
2022-11-12_0745_MVI_7603,2022-11-12 07:45:00,Fabiano,male,adult,-40.89622,-3.82667,0,0
2022-11-12_0802_MVI_7604,2022-11-12 08:02:00,Fabiano,male,adult,-40.89660,-3.82681,0,0
2022-11-12_0818_MVI_7605,2022-11-12 08:18:00,Fabiano,male,adult,-40.89613,-3.82677,0,0
2022-11-12_0843_MVI_7607,2022-11-12 08:43:00,Fabiano,male,adult,-40.89669,-3.82688,0,0
2022-11-12_0859_MVI_7609,2022-11-12 08:59:00,Fabiano,male,adult,-40.89722,-3.82723,0,0
2022-11-12_0915_MVI_7611,2022-11-12 09:15:00,Fabiano,male,adult,-40.89727,-3.82713,0,0
2022-11-12_0932_MVI_7613,2022-11-12 09:32:00,Fabiano,male,adult,-40.89844,-3.82747,0,0
2022-11-12_1006_MVI_7614,2022-11-12 10:06:00,Fabiano,male,adult,-40.89874,-3.82752,0,0
2022-11-12_1055_MVI_7617,2022-11-12 10:55:00,Fabiano,male,adult,-40.89874,-3.82734,0,0
2022-11-12_0932_MVI_7612,2022-11-12 09:32:00,Fabiano,male,adult,-40.89758,-3.82712,0,0
2022-11-12_1023_MVI_7615,2022-11-12 10:23:00,Fabiano,male,adult,-40.89891,-3.82775,0,0
2022-11-12_1039_MVI_7616,2022-11-12 10:39:00,Fabiano,male,adult,-40.89910,-3.82726,0,0
2022-11-12_1110_MVI_7618,2022-11-12 11:10:00,Fabiano,male,adult,-40.89854,-3.82747,0,0
2022-11-12_1127_MVI_7619,2022-11-12 11:27:00,Fabiano,male,adult,-40.89812,-3.82756,0,0
2023-02-06_0910_MVI_0661,2023-02-06 09:10:00,Açucena,female,adult,-40.89244,-3.82641,0,1
2023-02-06_0925_MVI_0664,2023-02-06 09:25:00,Açucena,female,adult,-40.89243,-3.82624,0,0
2023-02-06_0940_MVI_0671,2023-02-06 09:40:00,Açucena,female,adult,-40.89249,-3.82631,0,1
2023-02-06_1014_MVI_0685,2023-02-06 10:14:00,Açucena,female,adult,-40.89244,-3.82644,0,1
2023-02-06_1043_MVI_0693,2023-02-06 10:43:00,Açucena,female,adult,-40.89265,-3.82627,0,0
2023-02-06_1058_MVI_0696,2023-02-06 10:58:00,Açucena,female,adult,-40.89268,-3.82653,0,0
2023-02-06_1113_MVI_0699,2023-02-06 11:13:00,Açucena,female,adult,-40.89192,-3.82743,0,0
2023-02-06_1129_MVI_0702,2023-02-06 11:29:00,Açucena,female,adult,-40.89143,-3.82758,0,0
2023-02-06_1144_MVI_0705,2023-02-06 11:44:00,Açucena,female,adult,-40.89225,-3.82747,0,0
2023-02-06_1159_MVI_0709,2023-02-06 11:59:00,Açucena,female,adult,-40.89293,-3.82758,0,0
2023-02-06_1215_MVI_0713,2023-02-06 12:15:00,Açucena,female,adult,-40.89320,-3.82751,0,0
2023-02-06_1230_MVI_0716,2023-02-06 12:30:00,Açucena,female,adult,-40.89359,-3.82753,0,0
2023-02-06_1245_MVI_0719,2023-02-06 12:45:00,Açucena,female,adult,-40.89382,-3.82787,0,0
2023-02-06_1327_MVI_0729,2023-02-06 13:27:00,Açucena,female,adult,-40.89395,-3.82746,0,0
2023-02-06_1341_MVI_0733,2023-02-06 13:41:00,Açucena,female,adult,-40.89478,-3.82745,0,0
2023-02-06_1356_MVI_0736,2023-02-06 13:56:00,Açucena,female,adult,-40.89547,-3.82631,0,0
2023-02-06_1423_MVI_0740,2023-02-06 14:23:00,Açucena,female,adult,-40.89742,-3.82741,0,0
2023-02-06_1438_MVI_0743,2023-02-06 14:38:00,Açucena,female,adult,-40.89801,-3.82693,0,0
2023-02-06_1453_MVI_0746,2023-02-06 14:53:00,Açucena,female,adult,-40.89835,-3.82668,0,0
2023-02-06_1508_MVI_0749,2023-02-06 15:08:00,Açucena,female,adult,-40.89854,-3.82654,0,0
2023-02-07_1014_MVI_0755,2023-02-07 10:14:00,Cuscuz,male,adult,-40.89823,-3.82710,0,0
2023-02-07_1031_MVI_0759,2023-02-07 10:31:00,Cuscuz,male,adult,-40.89814,-3.82665,0,0
2023-02-07_1048_MVI_0763,2023-02-07 10:48:00,Cuscuz,male,adult,-40.89809,-3.82647,0,0
2023-02-08_0719_MVI_0768,2023-02-08 07:19:00,Mucunzá,male,subadult,-40.89550,-3.82619,0,0
2023-02-08_0734_MVI_0772,2023-02-08 07:34:00,Mucunzá,male,subadult,-40.89546,-3.82638,0,0
2023-02-08_0749_MVI_0775,2023-02-08 07:49:00,Mucunzá,male,subadult,-40.89550,-3.82604,0,0
2023-02-08_0819_MVI_0783,2023-02-08 08:19:00,Mucunzá,male,subadult,-40.89579,-3.82610,0,1
2023-02-08_0837_MVI_0790,2023-02-08 08:37:00,Mucunzá,male,subadult,-40.89584,-3.82636,0,1
2023-02-08_0931_MVI_0795,2023-02-08 09:31:00,Mucunzá,male,subadult,-40.89611,-3.82703,0,0
2023-02-08_0946_MVI_0800,2023-02-08 09:46:00,Mucunzá,male,subadult,-40.89676,-3.82729,0,0
2023-02-08_1001_MVI_0803,2023-02-08 10:01:00,Mucunzá,male,subadult,-40.89698,-3.82737,0,1
2023-03-04_1444_MVI_1160,2023-03-04 14:44:00,Cajuína,female,adult,-40.89491,-3.82779,0,0
2023-03-04_1503_MVI_1164,2023-03-04 15:03:00,Cajuína,female,adult,-40.89574,-3.82747,0,0
2023-02-08_1016_MVI_0806,2023-02-08 10:16:00,Mucunzá,male,subadult,-40.89705,-3.82741,0,0
2023-02-08_1031_MVI_0809,2023-02-08 10:31:00,Mucunzá,male,subadult,-40.89696,-3.82754,0,0
2023-02-08_1046_MVI_0812,2023-02-08 10:46:00,Mucunzá,male,subadult,-40.89724,-3.82734,0,0
2023-02-08_1115_MVI_0818,2023-02-08 11:15:00,Mucunzá,male,subadult,-40.89845,-3.82697,0,0
2023-02-08_1130_MVI_0821,2023-02-08 11:30:00,Mucunzá,male,subadult,-40.89856,-3.82713,0,0
2023-02-08_1146_MVI_0825,2023-02-08 11:46:00,Mucunzá,male,subadult,-40.89833,-3.82733,0,0
2023-02-08_1225_MVI_0829,2023-02-08 12:25:00,Mucunzá,male,subadult,-40.89988,-3.82734,0,0
2023-02-08_1326_MVI_0835,2023-02-08 13:26:00,Mucunzá,male,subadult,-40.90043,-3.82667,0,1
2023-02-09_0935_MVI_0010,2023-02-09 09:35:00,Fabiano,male,adult,-40.89352,-3.82688,0,1
2023-02-09_0952_MVI_0014,2023-02-09 09:52:00,Fabiano,male,adult,-40.89374,-3.82683,0,1
2023-02-09_1011_MVI_0019,2023-02-09 10:11:00,Fabiano,male,adult,-40.89337,-3.82683,0,0
2023-02-09_1029_MVI_0024,2023-02-09 10:29:00,Fabiano,male,adult,-40.89289,-3.82680,0,1
2023-02-09_1133_MVI_0030,2023-02-09 11:33:00,Fabiano,male,adult,-40.89228,-3.82541,0,0
2023-02-09_1150_MVI_0033,2023-02-09 11:50:00,Fabiano,male,adult,-40.89223,-3.82527,0,0
2023-02-09_1207_MVI_0036,2023-02-09 12:07:00,Fabiano,male,adult,-40.89228,-3.82541,0,0
2023-02-09_1224_MVI_0039,2023-02-09 12:24:00,Fabiano,male,adult,-40.89162,-3.82520,0,0
2023-02-09_1315_MVI_0044,2023-02-09 13:15:00,Fabiano,male,adult,-40.89146,-3.82550,0,0
2023-02-09_1340_MVI_0051,2023-02-09 13:40:00,Fabiano,male,adult,-40.89190,-3.82550,0,0
2023-02-09_1357_MVI_0054,2023-02-09 13:57:00,Fabiano,male,adult,-40.89201,-3.82552,0,1
2023-02-10_0847_MVI_0865,2023-02-10 08:47:00,Baleia,female,adult,-40.89824,-3.82726,0,0
2023-02-10_0904_MVI_0869,2023-02-10 09:04:00,Baleia,female,adult,-40.89825,-3.82689,0,0
2023-02-10_0919_MVI_0872,2023-02-10 09:19:00,Baleia,female,adult,-40.89833,-3.82698,0,0
2023-02-10_0951_MVI_0067,2023-02-10 09:51:00,Baleia,female,adult,-40.89976,-3.82749,0,0
2023-02-10_1009_MVI_0071,2023-02-10 10:09:00,Baleia,female,adult,-40.89983,-3.82720,0,0
2023-02-10_1046_MVI_0075,2023-02-10 10:46:00,Baleia,female,adult,-40.89979,-3.82657,0,0
2023-02-10_1105_MVI_0078,2023-02-10 11:05:00,Baleia,female,adult,-40.89976,-3.82655,0,0
2023-02-10_1122_MVI_0082,2023-02-10 11:22:00,Baleia,female,adult,-40.89993,-3.82615,0,0
2023-03-05_0746_MVI_1169,2023-03-05 07:46:00,João Grilo,male,subadult,-40.89260,-3.82527,0,0
2023-03-05_0801_MVI_1172,2023-03-05 08:01:00,João Grilo,male,subadult,-40.89258,-3.82491,0,0
2023-03-05_0924_MVI_1181,2023-03-05 09:24:00,João Grilo,male,subadult,-40.89206,-3.82323,0,0
2023-02-11_0928_MVI_0089,2023-02-11 09:28:00,Betânia,female,adult,-40.89354,-3.82676,0,0
2023-02-11_0943_MVI_0093,2023-02-11 09:43:00,Betânia,female,adult,-40.89330,-3.82694,0,0
2023-02-11_0958_MVI_0097,2023-02-11 09:58:00,Betânia,female,adult,-40.89329,-3.82694,0,0
2023-02-11_1015_MVI_0100,2023-02-11 10:15:00,Betânia,female,adult,-40.89356,-3.82708,0,0
2023-03-05_1303_MVI_1187,2023-03-05 13:03:00,João Grilo,male,subadult,-40.89269,-3.82536,0,0
2023-02-11_1033_MVI_0103,2023-02-11 10:33:00,Betânia,female,adult,-40.89331,-3.82737,0,0
2023-02-11_1055_MVI_0107,2023-02-11 10:55:00,Betânia,female,adult,-40.89305,-3.82720,0,0
2023-02-11_1120_MVI_0111,2023-02-11 11:20:00,Betânia,female,adult,-40.89236,-3.82706,0,0
2023-02-11_1145_MVI_0118,2023-02-11 11:45:00,Betânia,female,adult,-40.89229,-3.82677,0,0
2023-02-11_1202_MVI_0121,2023-02-11 12:02:00,Betânia,female,adult,-40.89231,-3.82680,0,0
2023-02-11_1230_MVI_0125,2023-02-11 12:30:00,Betânia,female,adult,-40.89232,-3.82671,0,0
2023-04-12_1021_MVI_2159,2023-04-12 10:21:00,Baleia,female,adult,-40.89526,-3.82686,0,0
2023-04-12_1035_MVI_2164,2023-04-12 10:35:00,Baleia,female,adult,-40.89513,-3.82669,0,1
2023-04-12_1051_MVI_2170,2023-04-12 10:51:00,Baleia,female,adult,-40.89539,-3.82671,0,1
2023-02-11_1245_MVI_0128,2023-02-11 12:45:00,Betânia,female,adult,-40.89218,-3.82640,0,0
2023-02-11_1301_MVI_0131,2023-02-11 13:01:00,Betânia,female,adult,-40.89206,-3.82632,0,0
2023-02-11_1318_MVI_0134,2023-02-11 13:18:00,Betânia,female,adult,-40.89246,-3.82686,0,0
2023-02-11_1334_MVI_0137,2023-02-11 13:34:00,Betânia,female,adult,-40.89259,-3.82711,0,0
2023-02-11_1359_MVI_0141,2023-02-11 13:59:00,Betânia,female,adult,-40.89292,-3.82754,0,0
2023-02-11_1416_MVI_0144,2023-02-11 14:16:00,Betânia,female,adult,-40.89359,-3.82752,0,0
2023-02-11_1433_MVI_0148,2023-02-11 14:33:00,Betânia,female,adult,-40.89401,-3.82845,0,0
2023-02-13_0852_MVI_0153,2023-02-13 08:52:00,Baleia,female,adult,-40.89257,-3.82543,0,0
2023-02-13_0932_MVI_0158,2023-02-13 09:32:00,Baleia,female,adult,-40.89260,-3.82571,0,0
2023-02-13_0946_MVI_0162,2023-02-13 09:46:00,Baleia,female,adult,-40.89260,-3.82589,0,0
2023-02-13_1030_MVI_0166,2023-02-13 10:30:00,Baleia,female,adult,-40.89266,-3.82713,0,0
2023-02-13_1045_MVI_0169,2023-02-13 10:45:00,Baleia,female,adult,-40.89277,-3.82706,0,0
2023-02-13_1105_MVI_0174,2023-02-13 11:05:00,Baleia,female,adult,-40.89349,-3.82742,0,0
2023-02-13_1143_MVI_0182,2023-02-13 11:43:00,Baleia,female,adult,-40.89366,-3.82739,0,1
2023-02-13_1157_MVI_0185,2023-02-13 11:57:00,Baleia,female,adult,-40.89391,-3.82743,0,0
2023-02-13_1221_MVI_0191,2023-02-13 12:21:00,Baleia,female,adult,-40.89586,-3.82720,0,0
2023-02-13_1258_MVI_0199,2023-02-13 12:58:00,Baleia,female,adult,-40.89803,-3.82703,0,0
2023-02-13_1506_MVI_0206,2023-02-13 15:06:00,Baleia,female,adult,-40.90001,-3.82537,0,0
2023-04-12_1123_MVI_2175,2023-04-12 11:23:00,Baleia,female,adult,-40.89592,-3.82642,0,1
2023-03-05_1318_MVI_1190,2023-03-05 13:18:00,João Grilo,male,subadult,-40.89297,-3.82557,0,0
2023-03-05_1333_MVI_1193,2023-03-05 13:33:00,João Grilo,male,subadult,-40.89301,-3.82572,0,0
2023-03-05_1348_MVI_1197,2023-03-05 13:48:00,João Grilo,male,subadult,-40.89304,-3.82572,0,0
2023-03-05_1420_MVI_1205,2023-03-05 14:20:00,João Grilo,male,subadult,-40.89399,-3.82618,0,0
2023-03-05_1527_MVI_1216,2023-03-05 15:27:00,João Grilo,male,subadult,-40.89585,-3.82721,0,1
2023-03-05_1547_MVI_1220,2023-03-05 15:47:00,João Grilo,male,subadult,-40.89776,-3.82718,0,0
2023-02-14_0921_MVI_0213,2023-02-14 09:21:00,Chicó,male,adult,-40.89772,-3.82680,0,0
2023-02-14_0937_MVI_0216,2023-02-14 09:37:00,Chicó,male,adult,-40.89817,-3.82691,0,0
2023-02-14_0952_MVI_0219,2023-02-14 09:52:00,Chicó,male,adult,-40.89818,-3.82707,0,0
2023-02-14_1008_MVI_0222,2023-02-14 10:08:00,Chicó,male,adult,-40.89804,-3.82724,0,0
2023-02-14_1024_MVI_0226,2023-02-14 10:24:00,Chicó,male,adult,-40.89766,-3.82741,0,0
2023-04-12_1137_MVI_2182,2023-04-12 11:37:00,Baleia,female,adult,-40.89601,-3.82619,0,0
2023-04-12_1154_MVI_2189,2023-04-12 11:54:00,Baleia,female,adult,-40.89658,-3.82640,0,1
2023-04-12_1229_MVI_2195,2023-04-12 12:29:00,Baleia,female,adult,-40.89740,-3.82658,0,0
2023-04-12_1244_MVI_2198,2023-04-12 12:44:00,Baleia,female,adult,-40.89770,-3.82676,0,0
2023-04-12_1300_MVI_2201,2023-04-12 13:00:00,Baleia,female,adult,-40.89783,-3.82713,0,1
2023-04-12_1316_MVI_2207,2023-04-12 13:16:00,Baleia,female,adult,-40.89864,-3.82670,0,0
2023-04-12_1333_MVI_2211,2023-04-12 13:33:00,Baleia,female,adult,-40.89896,-3.82657,0,0
2023-04-12_1355_MVI_2215,2023-04-12 13:55:00,Baleia,female,adult,-40.89953,-3.82701,0,0
2022-10-06_0745_MVI_6719,2022-10-06 07:45:00,Baleia,female,adult,-40.89874,-3.82699,0,0
2022-10-06_0801_MVI_6725,2022-10-06 08:01:00,Baleia,female,adult,-40.89855,-3.82683,0,1
2022-10-06_0817_MVI_6731,2022-10-06 08:17:00,Baleia,female,adult,-40.89801,-3.82702,0,0
2022-10-06_0836_MVI_6737,2022-10-06 08:36:00,Baleia,female,adult,-40.89817,-3.82713,0,0
2022-10-06_0852_MVI_6745,2022-10-06 08:52:00,Baleia,female,adult,-40.89830,-3.82693,0,0
2022-10-06_0913_MVI_6748,2022-10-06 09:13:00,Baleia,female,adult,-40.89824,-3.82716,0,0
2022-10-06_0931_MVI_6755,2022-10-06 09:31:00,Baleia,female,adult,-40.89790,-3.82796,0,1
2022-10-06_0950_MVI_6760,2022-10-06 09:50:00,Baleia,female,adult,-40.89808,-3.82787,0,0
2022-10-06_1007_MVI_6763,2022-10-06 10:07:00,Baleia,female,adult,-40.89805,-3.82762,0,0
2022-10-06_1040_MVI_6776,2022-10-06 10:40:00,Baleia,female,adult,-40.89724,-3.82704,0,0
2022-10-06_1057_MVI_6781,2022-10-06 10:57:00,Baleia,female,adult,-40.89760,-3.82718,0,0
2022-10-06_1115_MVI_6786,2022-10-06 11:15:00,Baleia,female,adult,-40.89786,-3.82700,0,0
2022-10-06_1131_MVI_6790,2022-10-06 11:31:00,Baleia,female,adult,-40.89796,-3.82694,0,1
2022-10-06_1252_MVI_6802,2022-10-06 12:52:00,Baleia,female,adult,-40.89953,-3.82688,0,0
2023-04-14_0757_MVI_2222,2023-04-14 07:57:00,Mucunzá,male,subadult,-40.89346,-3.82671,0,1
2023-04-14_0858_MVI_2231,2023-04-14 08:58:00,Mucunzá,male,subadult,-40.89190,-3.82658,0,0
2023-04-14_0915_MVI_2234,2023-04-14 09:15:00,Mucunzá,male,subadult,-40.89167,-3.82665,0,0
2023-04-14_0933_MVI_2240,2023-04-14 09:33:00,Mucunzá,male,subadult,-40.89145,-3.82611,0,0
2023-04-14_0949_MVI_2246,2023-04-14 09:49:00,Mucunzá,male,subadult,-40.89166,-3.82626,0,1
2023-04-14_1004_MVI_2256,2023-04-14 10:04:00,Mucunzá,male,subadult,-40.89193,-3.82631,0,1
2023-04-14_1030_MVI_2262,2023-04-14 10:30:00,Mucunzá,male,subadult,-40.89233,-3.82643,0,0
2023-04-14_1100_MVI_2272,2023-04-14 11:00:00,Mucunzá,male,subadult,-40.89254,-3.82642,0,0
2023-04-14_1116_MVI_2276,2023-04-14 11:16:00,Mucunzá,male,subadult,-40.89248,-3.82649,0,1
2023-04-14_1131_MVI_2279,2023-04-14 11:31:00,Mucunzá,male,subadult,-40.89293,-3.82642,0,1
2023-04-14_1148_MVI_2283,2023-04-14 11:48:00,Mucunzá,male,subadult,-40.89289,-3.82666,0,0
2023-04-14_1203_MVI_2286,2023-04-14 12:03:00,Mucunzá,male,subadult,-40.89292,-3.82677,0,0
2023-04-14_1234_MVI_2293,2023-04-14 12:34:00,Mucunzá,male,subadult,-40.89320,-3.82746,0,0
2023-04-14_1248_MVI_2296,2023-04-14 12:48:00,Mucunzá,male,subadult,-40.89360,-3.82784,0,0
2023-04-14_1307_MVI_2300,2023-04-14 13:07:00,Mucunzá,male,subadult,-40.89457,-3.82756,0,0
2023-04-14_1325_MVI_2306,2023-04-14 13:25:00,Mucunzá,male,subadult,-40.89471,-3.82754,0,1
2023-04-14_1341_MVI_2310,2023-04-14 13:41:00,Mucunzá,male,subadult,-40.89548,-3.82723,0,0
2023-04-14_1355_MVI_2313,2023-04-14 13:55:00,Mucunzá,male,subadult,-40.89569,-3.82704,0,1
2023-04-14_1417_MVI_2317,2023-04-14 14:17:00,Mucunzá,male,subadult,-40.89672,-3.82680,0,0
2023-04-14_1433_MVI_2320,2023-04-14 14:33:00,Mucunzá,male,subadult,-40.89735,-3.82676,0,0
2023-02-14_1047_MVI_0230,2023-02-14 10:47:00,Chicó,male,adult,-40.89688,-3.82727,0,0
2023-02-14_1104_MVI_0234,2023-02-14 11:04:00,Chicó,male,adult,-40.89666,-3.82724,0,0
2023-02-14_1121_MVI_0237,2023-02-14 11:21:00,Chicó,male,adult,-40.89528,-3.82607,0,0
2023-02-14_1137_MVI_0241,2023-02-14 11:37:00,Chicó,male,adult,-40.89341,-3.82678,0,1
2023-02-14_1305_MVI_0247,2023-02-14 13:05:00,Chicó,male,adult,-40.89813,-3.82714,0,0
2023-04-14_1538_MVI_2328,2023-04-14 15:38:00,Mucunzá,male,subadult,-40.90016,-3.82577,0,0
